Provider,Total_Inpatient_Claims,Total_Outpatient_Claims,Total_Claims,Unique_Beneficiaries,Avg_Inpatient_Reimbursement,Avg_Outpatient_Reimbursement,Total_Inpatient_Reimbursement,Total_Outpatient_Reimbursement,Avg_Claim_Duration,Avg_Length_of_Stay,Inpatient_Outpatient_Ratio,Number_of_States_Served,Number_of_Counties_Served,PotentialFraud
PRV54267,0.0,226.0,226.0,84,0.0,349.3805309734513,0.0,78960.0,0.0,0.0,0.0,2,6,No
PRV54269,0.0,118.0,118.0,26,0.0,277.45762711864404,0.0,32740.0,0.0,0.0,0.0,1,3,No
PRV54270,0.0,34.0,34.0,27,0.0,332.94117647058823,0.0,11320.0,0.0,0.0,0.0,1,6,No
PRV54271,0.0,29.0,29.0,12,0.0,215.17241379310346,0.0,6240.0,0.0,0.0,0.0,1,3,No
PRV54273,0.0,234.0,234.0,108,0.0,307.77777777777777,0.0,72020.0,0.0,0.0,0.0,1,13,No
PRV54274,0.0,47.0,47.0,17,0.0,356.17021276595744,0.0,16740.0,0.0,0.0,0.0,1,4,No
PRV54275,0.0,1.0,1.0,1,0.0,50.0,0.0,50.0,0.0,0.0,0.0,1,1,No
PRV54276,4.0,73.0,77.0,35,21500.0,202.87671232876713,86000.0,14810.0,5.5,5.5,0.0547945205479452,2,5,No
PRV54278,0.0,61.0,61.0,27,0.0,322.78688524590166,0.0,19690.0,0.0,0.0,0.0,1,5,No
PRV54280,0.0,20.0,20.0,15,0.0,351.5,0.0,7030.0,0.0,0.0,0.0,1,5,No
PRV54282,0.0,19.0,19.0,11,0.0,344.2105263157895,0.0,6540.0,0.0,0.0,0.0,1,2,No
PRV54283,0.0,5.0,5.0,5,0.0,110.0,0.0,550.0,0.0,0.0,0.0,1,2,No
PRV54284,8.0,105.0,113.0,43,7250.0,362.85714285714283,58000.0,38100.0,4.875,4.875,0.0761904761904762,2,6,No
PRV54285,0.0,20.0,20.0,16,0.0,127.5,0.0,2550.0,0.0,0.0,0.0,1,2,No
PRV54287,0.0,155.0,155.0,67,0.0,244.51612903225808,0.0,37900.0,0.0,0.0,0.0,1,6,No
PRV54288,0.0,15.0,15.0,13,0.0,273.3333333333333,0.0,4100.0,0.0,0.0,0.0,2,6,No
PRV54289,0.0,56.0,56.0,28,0.0,316.42857142857144,0.0,17720.0,0.0,0.0,0.0,2,6,No
PRV54290,0.0,6.0,6.0,6,0.0,550.0,0.0,3300.0,0.0,0.0,0.0,1,3,No
PRV54291,0.0,10.0,10.0,9,0.0,171.0,0.0,1710.0,0.0,0.0,0.0,1,5,No
PRV54293,0.0,2.0,2.0,2,0.0,1260.0,0.0,2520.0,0.0,0.0,0.0,1,1,No
PRV54294,0.0,1.0,1.0,1,0.0,60.0,0.0,60.0,0.0,0.0,0.0,1,1,No
PRV54295,0.0,1.0,1.0,1,0.0,3300.0,0.0,3300.0,0.0,0.0,0.0,1,1,No
PRV54296,0.0,54.0,54.0,18,0.0,193.7037037037037,0.0,10460.0,0.0,0.0,0.0,1,1,No
PRV54297,8.0,0.0,8.0,7,21000.0,0.0,168000.0,0.0,6.875,6.875,8.0,2,4,Yes
PRV54298,3.0,0.0,3.0,3,12666.666666666666,0.0,38000.0,0.0,5.333333333333333,5.333333333333333,3.0,1,2,No
PRV54299,0.0,5.0,5.0,5,0.0,360.0,0.0,1800.0,0.0,0.0,0.0,1,1,No
PRV54300,0.0,6.0,6.0,6,0.0,248.33333333333334,0.0,1490.0,0.0,0.0,0.0,1,1,No
PRV54301,0.0,13.0,13.0,11,0.0,283.84615384615387,0.0,3690.0,0.0,0.0,0.0,1,1,No
PRV54302,0.0,1.0,1.0,1,0.0,3300.0,0.0,3300.0,0.0,0.0,0.0,1,1,No
PRV54303,0.0,16.0,16.0,14,0.0,322.5,0.0,5160.0,0.0,0.0,0.0,1,2,No
PRV54304,0.0,1.0,1.0,1,0.0,50.0,0.0,50.0,0.0,0.0,0.0,1,1,No
PRV54305,0.0,6.0,6.0,5,0.0,443.3333333333333,0.0,2660.0,0.0,0.0,0.0,1,1,No
PRV54306,0.0,33.0,33.0,28,0.0,403.030303030303,0.0,13300.0,0.0,0.0,0.0,1,1,No
PRV54307,0.0,2.0,2.0,2,0.0,200.0,0.0,400.0,0.0,0.0,0.0,1,1,No
PRV54308,0.0,1.0,1.0,1,0.0,70.0,0.0,70.0,0.0,0.0,0.0,1,1,No
PRV54309,0.0,29.0,29.0,18,0.0,212.41379310344828,0.0,6160.0,0.0,0.0,0.0,1,1,No
PRV54310,0.0,7.0,7.0,3,0.0,42.857142857142854,0.0,300.0,0.0,0.0,0.0,1,1,No
PRV54311,0.0,3.0,3.0,3,0.0,33.333333333333336,0.0,100.0,0.0,0.0,0.0,1,1,No
PRV54312,0.0,4.0,4.0,4,0.0,87.5,0.0,350.0,0.0,0.0,0.0,1,2,No
PRV54313,0.0,16.0,16.0,16,0.0,441.875,0.0,7070.0,0.0,0.0,0.0,1,3,No
PRV54315,0.0,103.0,103.0,41,0.0,366.6990291262136,0.0,37770.0,0.0,0.0,0.0,1,5,No
PRV54316,0.0,2.0,2.0,1,0.0,125.0,0.0,250.0,0.0,0.0,0.0,1,1,No
PRV54317,0.0,25.0,25.0,22,0.0,146.0,0.0,3650.0,0.0,0.0,0.0,2,2,No
PRV54319,0.0,1.0,1.0,1,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,1,No
PRV54320,0.0,102.0,102.0,44,0.0,213.33333333333334,0.0,21760.0,0.0,0.0,0.0,1,2,No
PRV54323,0.0,51.0,51.0,30,0.0,203.52941176470588,0.0,10380.0,0.0,0.0,0.0,2,5,Yes
PRV54324,32.0,0.0,32.0,28,8312.5,0.0,266000.0,0.0,5.8125,5.8125,32.0,2,10,No
PRV54325,15.0,0.0,15.0,15,9466.666666666666,0.0,142000.0,0.0,4.533333333333333,4.533333333333333,15.0,1,5,No
PRV54326,5.0,0.0,5.0,4,4000.0,0.0,20000.0,0.0,5.2,5.2,5.0,1,3,No
PRV54327,13.0,57.0,70.0,43,13615.384615384615,322.4561403508772,177000.0,18380.0,5.769230769230769,5.769230769230769,0.22807017543859648,4,18,Yes
PRV54328,17.0,100.0,117.0,99,10176.470588235294,229.8,173000.0,22980.0,7.764705882352941,7.764705882352941,0.17,2,14,No
PRV54330,18.0,454.0,472.0,372,8111.111111111111,295.4185022026432,146000.0,134120.0,3.611111111111111,3.611111111111111,0.039647577092511016,14,41,No
PRV54332,0.0,995.0,995.0,531,0.0,334.84422110552765,0.0,333170.0,0.0,0.0,0.0,4,26,No
PRV54333,50.0,310.0,360.0,291,10940.0,265.9032258064516,547000.0,82430.0,5.14,5.14,0.16129032258064516,6,28,Yes
PRV54334,0.0,105.0,105.0,49,0.0,215.14285714285714,0.0,22590.0,0.0,0.0,0.0,3,9,No
PRV54335,19.0,200.0,219.0,187,9578.947368421053,318.45,182000.0,63690.0,4.473684210526316,4.473684210526316,0.095,9,48,No
PRV54336,14.0,218.0,232.0,103,11928.57142857143,298.4403669724771,167000.0,65060.0,5.214285714285714,5.214285714285714,0.06422018348623854,2,18,Yes
PRV54337,64.0,85.0,149.0,132,9562.5,335.4117647058824,612000.0,28510.0,5.546875,5.546875,0.7529411764705882,6,27,No
PRV54339,11.0,112.0,123.0,68,10181.818181818182,284.55357142857144,112000.0,31870.0,6.2727272727272725,6.2727272727272725,0.09821428571428571,2,13,No
PRV54340,3.0,93.0,96.0,54,9333.333333333334,450.5376344086022,28000.0,41900.0,4.333333333333333,4.333333333333333,0.03225806451612903,3,12,No
PRV54341,1.0,54.0,55.0,34,3000.0,388.3333333333333,3000.0,20970.0,1.0,1.0,0.018518518518518517,3,9,No
PRV54342,7.0,28.0,35.0,34,5600.0,181.42857142857142,39200.0,5080.0,4.285714285714286,4.285714285714286,0.25,1,9,No
PRV54343,0.0,17.0,17.0,16,0.0,182.94117647058823,0.0,3110.0,0.0,0.0,0.0,2,8,No
PRV54344,0.0,51.0,51.0,42,0.0,336.6666666666667,0.0,17170.0,0.0,0.0,0.0,3,13,No
PRV54345,0.0,167.0,167.0,139,0.0,283.1137724550898,0.0,47280.0,0.0,0.0,0.0,5,18,No
PRV54347,0.0,26.0,26.0,25,0.0,251.15384615384616,0.0,6530.0,0.0,0.0,0.0,3,10,No
PRV54348,91.0,126.0,217.0,203,10087.912087912087,332.3809523809524,918000.0,41880.0,6.065934065934066,6.065934065934066,0.7222222222222222,9,42,No
PRV54349,0.0,77.0,77.0,27,0.0,231.8181818181818,0.0,17850.0,0.0,0.0,0.0,1,7,No
PRV54350,105.0,1390.0,1495.0,530,10133.333333333334,259.76258992805754,1064000.0,361070.0,5.847619047619047,5.847619047619047,0.07553956834532374,11,61,Yes
PRV54352,0.0,12.0,12.0,7,0.0,139.16666666666666,0.0,1670.0,0.0,0.0,0.0,1,3,No
PRV54353,0.0,32.0,32.0,31,0.0,206.875,0.0,6620.0,0.0,0.0,0.0,3,11,No
PRV54354,25.0,75.0,100.0,89,9240.0,381.6,231000.0,28620.0,4.08,3.96,0.3333333333333333,4,16,Yes
PRV54355,2.0,14.0,16.0,10,5000.0,288.57142857142856,10000.0,4040.0,2.5,2.5,0.14285714285714285,1,5,No
PRV54356,15.0,16.0,31.0,24,12246.666666666666,729.375,183700.0,11670.0,4.6,4.6,0.9375,1,11,No
PRV54357,0.0,10.0,10.0,9,0.0,219.0,0.0,2190.0,0.0,0.0,0.0,2,6,No
PRV54358,0.0,43.0,43.0,30,0.0,305.8139534883721,0.0,13150.0,0.0,0.0,0.0,2,9,No
PRV54359,44.0,446.0,490.0,152,11000.0,224.68609865470853,484000.0,100210.0,4.818181818181818,4.818181818181818,0.09865470852017937,5,17,Yes
PRV54360,0.0,37.0,37.0,32,0.0,245.94594594594594,0.0,9100.0,0.0,0.0,0.0,3,11,No
PRV54361,7.0,33.0,40.0,27,10857.142857142857,231.5151515151515,76000.0,7640.0,7.428571428571429,7.428571428571429,0.21212121212121213,2,13,Yes
PRV54362,0.0,50.0,50.0,38,0.0,290.2,0.0,14510.0,0.0,0.0,0.0,1,13,No
PRV54363,12.0,52.0,64.0,47,9833.333333333334,359.61538461538464,118000.0,18700.0,5.75,5.75,0.23076923076923078,4,12,No
PRV54365,0.0,115.0,115.0,61,0.0,271.2173913043478,0.0,31190.0,0.0,0.0,0.0,2,8,No
PRV54367,322.0,314.0,636.0,558,9443.788819875776,296.11464968152865,3040900.0,92980.0,5.372670807453416,5.372670807453416,1.0254777070063694,18,83,Yes
PRV54368,4.0,106.0,110.0,98,2750.0,323.9622641509434,11000.0,34340.0,2.0,2.0,0.03773584905660377,5,27,No
PRV54370,0.0,181.0,181.0,113,0.0,233.53591160220995,0.0,42270.0,0.0,0.0,0.0,8,37,No
PRV54371,0.0,31.0,31.0,30,0.0,267.0967741935484,0.0,8280.0,0.0,0.0,0.0,3,13,No
PRV54372,21.0,1596.0,1617.0,805,9952.380952380952,290.7268170426065,209000.0,464000.0,6.238095238095238,6.238095238095238,0.013157894736842105,5,43,Yes
PRV54373,1.0,7.0,8.0,8,5000.0,118.57142857142857,5000.0,830.0,3.0,3.0,0.14285714285714285,1,5,No
PRV54374,0.0,854.0,854.0,455,0.0,327.89227166276345,0.0,280020.0,0.0,0.0,0.0,2,11,No
PRV54375,16.0,40.0,56.0,48,8187.5,324.75,131000.0,12990.0,6.375,6.375,0.4,2,24,No
PRV54377,2.0,18.0,20.0,19,14500.0,228.33333333333334,29000.0,4110.0,2.5,2.5,0.1111111111111111,5,12,No
PRV54378,18.0,61.0,79.0,58,10388.888888888889,221.47540983606558,187000.0,13510.0,5.388888888888889,5.388888888888889,0.29508196721311475,3,21,No
PRV54379,28.0,88.0,116.0,96,8785.714285714286,393.97727272727275,246000.0,34670.0,4.035714285714286,4.035714285714286,0.3181818181818182,1,29,No
PRV54380,2.0,10.0,12.0,11,8000.0,94.0,16000.0,940.0,10.0,10.0,0.2,3,6,No
PRV54381,13.0,116.0,129.0,124,10438.461538461539,238.8793103448276,135700.0,27710.0,4.3076923076923075,4.3076923076923075,0.11206896551724138,5,36,No
PRV54382,66.0,191.0,257.0,214,9909.39393939394,266.020942408377,654020.0,50810.0,5.2272727272727275,5.2272727272727275,0.34554973821989526,8,43,Yes
PRV54383,0.0,29.0,29.0,22,0.0,188.6206896551724,0.0,5470.0,0.0,0.0,0.0,1,8,No
PRV54384,2.0,26.0,28.0,27,18500.0,280.0,37000.0,7280.0,4.0,4.0,0.07692307692307693,2,9,No
PRV54387,0.0,415.0,415.0,235,0.0,274.0,0.0,113710.0,0.0,0.0,0.0,1,9,No
PRV54388,6.0,70.0,76.0,73,5000.0,269.14285714285717,30000.0,18840.0,5.0,5.0,0.08571428571428572,3,13,Yes
PRV54389,0.0,56.0,56.0,44,0.0,456.9642857142857,0.0,25590.0,0.0,0.0,0.0,4,17,No
PRV54390,38.0,57.0,95.0,86,8868.421052631578,276.49122807017545,337000.0,15760.0,7.2105263157894735,7.2105263157894735,0.6666666666666666,6,24,No
PRV54391,21.0,297.0,318.0,222,7523.809523809524,266.7676767676768,158000.0,79230.0,4.428571428571429,4.428571428571429,0.0707070707070707,6,58,Yes
PRV54392,0.0,35.0,35.0,33,0.0,138.85714285714286,0.0,4860.0,0.0,0.0,0.0,2,14,No
PRV54393,5.0,70.0,75.0,63,5400.0,301.2857142857143,27000.0,21090.0,7.2,7.2,0.07142857142857142,3,20,No
PRV54396,1.0,43.0,44.0,32,10000.0,391.6279069767442,10000.0,16840.0,5.0,5.0,0.023255813953488372,2,5,No
PRV54399,13.0,336.0,349.0,144,12384.615384615385,303.6904761904762,161000.0,102040.0,8.153846153846153,8.153846153846153,0.03869047619047619,2,7,Yes
PRV54400,0.0,96.0,96.0,88,0.0,291.9791666666667,0.0,28030.0,0.0,0.0,0.0,2,10,No
PRV54401,0.0,22.0,22.0,22,0.0,137.27272727272728,0.0,3020.0,0.0,0.0,0.0,3,9,No
PRV54402,6.0,50.0,56.0,50,9666.666666666666,330.4,58000.0,16520.0,4.5,4.5,0.12,2,8,No
PRV54403,0.0,12.0,12.0,11,0.0,156.66666666666666,0.0,1880.0,0.0,0.0,0.0,3,9,No
PRV54404,2.0,264.0,266.0,188,3000.0,291.969696969697,6000.0,77080.0,8.0,8.0,0.007575757575757576,4,23,No
PRV54407,0.0,19.0,19.0,16,0.0,133.68421052631578,0.0,2540.0,0.0,0.0,0.0,2,6,No
PRV54408,2.0,104.0,106.0,28,5000.0,414.8076923076923,10000.0,43140.0,3.5,3.5,0.019230769230769232,1,6,No
PRV54409,5.0,14.0,19.0,16,6400.0,225.71428571428572,32000.0,3160.0,3.6,3.6,0.35714285714285715,1,5,No
PRV54410,0.0,37.0,37.0,20,0.0,279.72972972972974,0.0,10350.0,0.0,0.0,0.0,1,4,No
PRV54411,1.0,21.0,22.0,16,2000.0,289.04761904761904,2000.0,6070.0,4.0,4.0,0.047619047619047616,1,4,No
PRV54412,0.0,70.0,70.0,43,0.0,175.42857142857142,0.0,12280.0,0.0,0.0,0.0,1,6,No
PRV54413,0.0,20.0,20.0,14,0.0,157.5,0.0,3150.0,0.0,0.0,0.0,1,5,No
PRV54414,1.0,29.0,30.0,18,13000.0,647.5862068965517,13000.0,18780.0,4.0,4.0,0.034482758620689655,1,6,No
PRV54415,0.0,27.0,27.0,16,0.0,264.0740740740741,0.0,7130.0,0.0,0.0,0.0,1,6,No
PRV54416,0.0,17.0,17.0,16,0.0,463.52941176470586,0.0,7880.0,0.0,0.0,0.0,1,6,No
PRV54419,0.0,28.0,28.0,27,0.0,177.5,0.0,4970.0,0.0,0.0,0.0,1,5,No
PRV54420,0.0,1.0,1.0,1,0.0,300.0,0.0,300.0,0.0,0.0,0.0,1,1,No
PRV54421,0.0,65.0,65.0,31,0.0,223.53846153846155,0.0,14530.0,0.0,0.0,0.0,2,6,No
PRV54422,0.0,15.0,15.0,12,0.0,183.33333333333334,0.0,2750.0,0.0,0.0,0.0,2,4,No
PRV54423,0.0,93.0,93.0,51,0.0,241.72043010752688,0.0,22480.0,0.0,0.0,0.0,1,9,No
PRV54424,0.0,2.0,2.0,2,0.0,75.0,0.0,150.0,0.0,0.0,0.0,2,2,No
PRV54425,4.0,14.0,18.0,13,18250.0,92.85714285714286,73000.0,1300.0,9.25,9.25,0.2857142857142857,2,3,No
PRV54426,9.0,15.0,24.0,20,10666.666666666666,292.6666666666667,96000.0,4390.0,5.888888888888889,5.888888888888889,0.6,1,5,No
PRV54427,0.0,62.0,62.0,20,0.0,189.3548387096774,0.0,11740.0,0.0,0.0,0.0,1,6,No
PRV54429,3.0,62.0,65.0,27,9666.666666666666,357.5806451612903,29000.0,22170.0,3.6666666666666665,3.6666666666666665,0.04838709677419355,1,4,No
PRV54430,0.0,64.0,64.0,30,0.0,201.5625,0.0,12900.0,0.0,0.0,0.0,1,6,No
PRV54431,0.0,9.0,9.0,9,0.0,175.55555555555554,0.0,1580.0,0.0,0.0,0.0,1,6,No
PRV54432,0.0,5.0,5.0,5,0.0,222.0,0.0,1110.0,0.0,0.0,0.0,1,3,No
PRV54433,0.0,14.0,14.0,12,0.0,288.57142857142856,0.0,4040.0,0.0,0.0,0.0,1,4,No
PRV54434,2.0,40.0,42.0,31,8500.0,295.75,17000.0,11830.0,18.0,18.0,0.05,1,6,No
PRV54435,0.0,11.0,11.0,8,0.0,389.09090909090907,0.0,4280.0,0.0,0.0,0.0,1,1,No
PRV54436,0.0,2.0,2.0,2,0.0,1100.0,0.0,2200.0,0.0,0.0,0.0,1,2,No
PRV54437,0.0,14.0,14.0,14,0.0,230.71428571428572,0.0,3230.0,0.0,0.0,0.0,1,5,No
PRV54438,0.0,272.0,272.0,98,0.0,226.5808823529412,0.0,61630.0,0.0,0.0,0.0,1,7,No
PRV54439,0.0,3.0,3.0,3,0.0,63.333333333333336,0.0,190.0,0.0,0.0,0.0,1,1,No
PRV54441,0.0,4.0,4.0,4,0.0,120.0,0.0,480.0,0.0,0.0,0.0,1,1,No
PRV54442,0.0,68.0,68.0,56,0.0,372.05882352941177,0.0,25300.0,0.0,0.0,0.0,1,1,No
PRV54443,0.0,61.0,61.0,51,0.0,445.9016393442623,0.0,27200.0,0.0,0.0,0.0,1,2,No
PRV54444,0.0,27.0,27.0,25,0.0,361.85185185185185,0.0,9770.0,0.0,0.0,0.0,1,2,No
PRV54448,0.0,23.0,23.0,23,0.0,292.17391304347825,0.0,6720.0,0.0,0.0,0.0,1,1,No
PRV54449,0.0,1.0,1.0,1,0.0,50.0,0.0,50.0,0.0,0.0,0.0,1,1,No
PRV54450,0.0,10.0,10.0,10,0.0,579.0,0.0,5790.0,0.0,0.0,0.0,1,1,No
PRV54451,0.0,13.0,13.0,13,0.0,639.2307692307693,0.0,8310.0,0.0,0.0,0.0,1,1,No
PRV54452,0.0,5.0,5.0,5,0.0,104.0,0.0,520.0,0.0,0.0,0.0,1,1,No
PRV54454,0.0,171.0,171.0,138,0.0,263.39181286549706,0.0,45040.0,0.0,0.0,0.0,2,4,No
PRV54455,0.0,6.0,6.0,6,0.0,231.66666666666666,0.0,1390.0,0.0,0.0,0.0,1,1,No
PRV54456,0.0,8.0,8.0,6,0.0,171.25,0.0,1370.0,0.0,0.0,0.0,1,1,No
PRV54457,0.0,16.0,16.0,8,0.0,138.75,0.0,2220.0,0.0,0.0,0.0,1,1,No
PRV54459,0.0,9.0,9.0,9,0.0,342.22222222222223,0.0,3080.0,0.0,0.0,0.0,1,1,No
PRV54460,5.0,0.0,5.0,5,9400.0,0.0,47000.0,0.0,4.4,4.4,5.0,1,3,No
PRV54461,12.0,0.0,12.0,12,12666.666666666666,0.0,152000.0,0.0,5.583333333333333,5.583333333333333,12.0,1,8,No
PRV54462,0.0,80.0,80.0,75,0.0,204.125,0.0,16330.0,0.0,0.0,0.0,2,6,No
PRV54463,0.0,3.0,3.0,3,0.0,670.0,0.0,2010.0,0.0,0.0,0.0,2,3,No
PRV54465,0.0,9.0,9.0,5,0.0,401.1111111111111,0.0,3610.0,0.0,0.0,0.0,1,2,No
PRV54466,0.0,3.0,3.0,3,0.0,40.0,0.0,120.0,0.0,0.0,0.0,1,2,No
PRV54467,0.0,7.0,7.0,5,0.0,197.14285714285714,0.0,1380.0,0.0,0.0,0.0,1,2,No
PRV54468,0.0,21.0,21.0,19,0.0,81.42857142857143,0.0,1710.0,0.0,0.0,0.0,1,5,No
PRV54469,0.0,11.0,11.0,10,0.0,299.09090909090907,0.0,3290.0,0.0,0.0,0.0,1,1,No
PRV54471,0.0,46.0,46.0,23,0.0,363.04347826086956,0.0,16700.0,0.0,0.0,0.0,1,4,No
PRV54472,0.0,32.0,32.0,19,0.0,509.375,0.0,16300.0,0.0,0.0,0.0,1,2,No
PRV54473,0.0,19.0,19.0,8,0.0,580.0,0.0,11020.0,0.0,0.0,0.0,1,4,No
PRV54475,0.0,151.0,151.0,60,0.0,285.5629139072848,0.0,43120.0,0.0,0.0,0.0,2,5,No
PRV54477,0.0,100.0,100.0,60,0.0,343.1,0.0,34310.0,0.0,0.0,0.0,1,7,No
PRV54478,0.0,64.0,64.0,47,0.0,337.34375,0.0,21590.0,0.0,0.0,0.0,2,9,No
PRV54479,0.0,17.0,17.0,9,0.0,508.2352941176471,0.0,8640.0,0.0,0.0,0.0,1,2,No
PRV54480,6.0,0.0,6.0,6,6666.666666666667,0.0,40000.0,0.0,3.5,3.5,6.0,1,4,No
PRV54481,0.0,8.0,8.0,8,0.0,236.25,0.0,1890.0,0.0,0.0,0.0,1,4,No
PRV54482,0.0,6.0,6.0,6,0.0,61.666666666666664,0.0,370.0,0.0,0.0,0.0,1,2,No
PRV54483,0.0,13.0,13.0,11,0.0,90.0,0.0,1170.0,0.0,0.0,0.0,1,2,No
PRV54486,0.0,28.0,28.0,19,0.0,286.07142857142856,0.0,8010.0,0.0,0.0,0.0,1,4,No
PRV54489,0.0,14.0,14.0,14,0.0,450.0,0.0,6300.0,0.0,0.0,0.0,1,4,No
PRV54490,0.0,23.0,23.0,19,0.0,93.91304347826087,0.0,2160.0,0.0,0.0,0.0,1,3,No
PRV54491,0.0,14.0,14.0,10,0.0,623.5714285714286,0.0,8730.0,0.0,0.0,0.0,1,2,No
PRV54496,0.0,8.0,8.0,7,0.0,295.0,0.0,2360.0,0.0,0.0,0.0,1,1,No
PRV54497,5.0,0.0,5.0,5,10200.0,0.0,51000.0,0.0,4.2,4.2,5.0,2,5,No
PRV54498,1.0,0.0,1.0,1,12000.0,0.0,12000.0,0.0,6.0,6.0,1.0,1,1,No
PRV54499,1.0,0.0,1.0,1,11000.0,0.0,11000.0,0.0,1.0,1.0,1.0,1,1,No
PRV54500,2.0,0.0,2.0,2,12500.0,0.0,25000.0,0.0,13.5,13.5,2.0,1,2,No
PRV54501,3.0,0.0,3.0,3,13333.333333333334,0.0,40000.0,0.0,3.0,3.0,3.0,2,3,No
PRV54502,3.0,0.0,3.0,3,18333.333333333332,0.0,55000.0,0.0,11.333333333333334,11.333333333333334,3.0,1,3,No
PRV54503,1.0,0.0,1.0,1,8000.0,0.0,8000.0,0.0,8.0,8.0,1.0,1,1,No
PRV54504,44.0,76.0,120.0,103,9463.636363636364,243.68421052631578,416400.0,18520.0,3.909090909090909,3.909090909090909,0.5789473684210527,8,23,Yes
PRV54505,5.0,33.0,38.0,24,10000.0,155.75757575757575,50000.0,5140.0,6.4,6.4,0.15151515151515152,1,4,Yes
PRV54506,3.0,131.0,134.0,75,7666.666666666667,256.25954198473283,23000.0,33570.0,2.0,2.0,0.022900763358778626,5,23,No
PRV54507,39.0,70.0,109.0,73,8717.948717948719,333.0,340000.0,23310.0,4.717948717948718,4.717948717948718,0.5571428571428572,5,26,No
PRV54508,0.0,90.0,90.0,75,0.0,366.77777777777777,0.0,33010.0,0.0,0.0,0.0,5,24,No
PRV54509,0.0,4.0,4.0,4,0.0,62.5,0.0,250.0,0.0,0.0,0.0,1,3,No
PRV54510,0.0,149.0,149.0,75,0.0,276.8456375838926,0.0,41250.0,0.0,0.0,0.0,5,12,No
PRV54511,0.0,32.0,32.0,30,0.0,271.5625,0.0,8690.0,0.0,0.0,0.0,3,8,No
PRV54514,48.0,339.0,387.0,305,11595.833333333334,257.8466076696165,556600.0,87410.0,5.583333333333333,5.583333333333333,0.1415929203539823,14,37,Yes
PRV54515,0.0,67.0,67.0,66,0.0,339.55223880597015,0.0,22750.0,0.0,0.0,0.0,9,20,No
PRV54517,0.0,45.0,45.0,16,0.0,125.77777777777777,0.0,5660.0,0.0,0.0,0.0,1,2,No
PRV54519,0.0,15.0,15.0,10,0.0,302.6666666666667,0.0,4540.0,0.0,0.0,0.0,1,3,No
PRV54520,0.0,15.0,15.0,11,0.0,538.6666666666666,0.0,8080.0,0.0,0.0,0.0,1,4,No
PRV54521,0.0,64.0,64.0,39,0.0,497.5,0.0,31840.0,0.0,0.0,0.0,2,6,No
PRV54522,0.0,2.0,2.0,2,0.0,1015.0,0.0,2030.0,0.0,0.0,0.0,1,1,No
PRV54523,0.0,1.0,1.0,1,0.0,90.0,0.0,90.0,0.0,0.0,0.0,1,1,No
PRV54524,0.0,21.0,21.0,16,0.0,135.23809523809524,0.0,2840.0,0.0,0.0,0.0,2,7,No
PRV54526,0.0,46.0,46.0,17,0.0,222.3913043478261,0.0,10230.0,0.0,0.0,0.0,1,6,No
PRV54528,0.0,23.0,23.0,9,0.0,248.2608695652174,0.0,5710.0,0.0,0.0,0.0,1,2,No
PRV54529,0.0,5.0,5.0,5,0.0,32.0,0.0,160.0,0.0,0.0,0.0,1,4,No
PRV54530,0.0,13.0,13.0,4,0.0,198.46153846153845,0.0,2580.0,0.0,0.0,0.0,1,2,No
PRV54531,1.0,29.0,30.0,26,5000.0,311.37931034482756,5000.0,9030.0,3.0,3.0,0.034482758620689655,4,7,No
PRV54535,0.0,34.0,34.0,29,0.0,208.52941176470588,0.0,7090.0,0.0,0.0,0.0,2,8,No
PRV54536,0.0,13.0,13.0,11,0.0,376.15384615384613,0.0,4890.0,0.0,0.0,0.0,1,5,No
PRV54537,0.0,60.0,60.0,20,0.0,374.5,0.0,22470.0,0.0,0.0,0.0,1,3,No
PRV54538,0.0,48.0,48.0,32,0.0,444.375,0.0,21330.0,0.0,0.0,0.0,1,5,No
PRV54539,0.0,69.0,69.0,43,0.0,262.7536231884058,0.0,18130.0,0.0,0.0,0.0,2,5,No
PRV54540,0.0,20.0,20.0,19,0.0,484.5,0.0,9690.0,0.0,0.0,0.0,4,5,Yes
PRV54541,2.0,5.0,7.0,6,2500.0,210.0,5000.0,1050.0,2.5,2.5,0.4,1,2,No
PRV54542,5.0,15.0,20.0,14,6600.0,161.33333333333334,33000.0,2420.0,6.4,6.4,0.3333333333333333,1,4,No
PRV54543,3.0,14.0,17.0,15,13000.0,178.57142857142858,39000.0,2500.0,10.333333333333334,10.333333333333334,0.21428571428571427,3,7,Yes
PRV54544,0.0,28.0,28.0,8,0.0,187.5,0.0,5250.0,0.0,0.0,0.0,1,3,No
PRV54545,0.0,2.0,2.0,1,0.0,90.0,0.0,180.0,0.0,0.0,0.0,1,1,No
PRV54546,0.0,6.0,6.0,6,0.0,151.66666666666666,0.0,910.0,0.0,0.0,0.0,1,1,No
PRV54547,0.0,3.0,3.0,3,0.0,180.0,0.0,540.0,0.0,0.0,0.0,1,1,No
PRV54548,0.0,12.0,12.0,7,0.0,157.5,0.0,1890.0,0.0,0.0,0.0,1,1,No
PRV54549,0.0,1.0,1.0,1,0.0,40.0,0.0,40.0,0.0,0.0,0.0,1,1,No
PRV54550,0.0,21.0,21.0,13,0.0,264.2857142857143,0.0,5550.0,0.0,0.0,0.0,1,2,No
PRV54551,0.0,7.0,7.0,5,0.0,280.0,0.0,1960.0,0.0,0.0,0.0,2,2,No
