Provider,Total_Inpatient_Claims,Total_Outpatient_Claims,Total_Claims,Unique_Beneficiaries,Avg_Inpatient_Reimbursement,Avg_Outpatient_Reimbursement,Total_Inpatient_Reimbursement,Total_Outpatient_Reimbursement,Avg_Claim_Duration,Avg_Length_of_Stay,Inpatient_Outpatient_Ratio,Number_of_States_Served,Number_of_Counties_Served,AveragePatientAge,PercentageMalePatients,PercentageFemalePatients,AveragePartACoverage,AveragePartBCoverage,AlzheimerPatientPercentage,HeartFailurePatientPercentage,KidneyDiseasePatientPercentage,CancerPatientPercentage,COPDPatientPercentage,DepressionPatientPercentage,DiabetesPatientPercentage,IschemicHeartDiseasePercentage,OsteoporosisPatientPercentage,RheumatoidArthritisPatientPercentage,StrokePatientPercentage,AverageAnnualInpatientReimbursement,AverageAnnualOutpatientReimbursement,AverageAnnualInpatientDeductible,AverageAnnualOutpatientDeductible,AverageDeductiblePaidPerClaim,NumberOfUniqueDiagnosisCodes,NumberOfUniqueProcedureCodes,NumberOfUniqueAttendingPhysicians,NumberOfUniqueOperatingPhysicians,NumberOfUniqueOtherPhysicians,PotentialFraud
PRV54457,0.0,16.0,16.0,8,0.0,138.75,0.0,2220.0,0.0,0.0,0.0,1,1,72.875,50.0,50.0,12.0,12.0,50.0,25.0,12.5,0.0,0.0,50.0,50.0,62.5,12.5,37.5,0.0,0.0,1047.5,0.0,500.0,0.0,43.0,0.0,1,1.0,1.0,No
PRV54459,0.0,9.0,9.0,9,0.0,342.22222222222223,0.0,3080.0,0.0,0.0,0.0,1,1,70.33333333333333,22.22222222222222,77.77777777777779,12.0,12.0,33.33333333333333,77.77777777777779,66.66666666666666,44.44444444444444,33.33333333333333,44.44444444444444,88.88888888888889,77.77777777777779,55.55555555555556,44.44444444444444,0.0,6888.888888888889,4042.222222222222,467.1111111111111,1031.111111111111,0.0,21.0,0.0,2,1.0,2.0,No
PRV54460,5.0,0.0,5.0,5,9400.0,0.0,47000.0,0.0,4.4,4.4,5.0,1,3,65.4,80.0,20.0,12.0,12.0,40.0,60.0,40.0,40.0,40.0,60.0,60.0,80.0,40.0,40.0,20.0,14942.0,286.0,1495.2,302.0,1068.0,40.0,3.0,5,1.0,1.0,No
PRV54461,12.0,0.0,12.0,12,12666.666666666666,0.0,152000.0,0.0,5.583333333333333,5.583333333333333,12.0,1,8,72.91666666666667,41.66666666666667,58.333333333333336,12.0,12.0,33.33333333333333,50.0,66.66666666666666,25.0,50.0,16.666666666666664,83.33333333333334,91.66666666666666,16.666666666666664,50.0,16.666666666666664,17076.666666666668,3107.5,1424.0,685.8333333333334,1068.0,81.0,13.0,4,2.0,2.0,No
PRV54462,0.0,80.0,80.0,75,0.0,204.125,0.0,16330.0,0.0,0.0,0.0,2,6,71.64,33.33333333333333,66.66666666666666,12.0,12.0,44.0,53.333333333333336,41.333333333333336,18.666666666666668,29.333333333333332,40.0,65.33333333333333,77.33333333333333,29.333333333333332,30.666666666666664,9.333333333333334,3319.2,2166.5333333333333,440.53333333333336,687.3333333333334,1.5,153.0,0.0,2,2.0,1.0,No
PRV54463,0.0,3.0,3.0,3,0.0,670.0,0.0,2010.0,0.0,0.0,0.0,2,3,59.0,100.0,0.0,12.0,12.0,33.33333333333333,66.66666666666666,66.66666666666666,0.0,33.33333333333333,33.33333333333333,66.66666666666666,100.0,66.66666666666666,0.0,33.33333333333333,2000.0,1780.0,1068.0,283.3333333333333,0.0,11.0,0.0,3,1.0,1.0,No
PRV54465,0.0,9.0,9.0,5,0.0,401.1111111111111,0.0,3610.0,0.0,0.0,0.0,1,2,70.4,40.0,60.0,12.0,12.0,20.0,40.0,20.0,20.0,40.0,20.0,60.0,60.0,20.0,20.0,0.0,5964.0,1212.0,854.4,184.0,15.555555555555555,18.0,0.0,1,1.0,1.0,No
PRV54466,0.0,3.0,3.0,3,0.0,40.0,0.0,120.0,0.0,0.0,0.0,1,2,78.33333333333333,33.33333333333333,66.66666666666666,12.0,12.0,66.66666666666666,100.0,33.33333333333333,33.33333333333333,0.0,66.66666666666666,100.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,716.6666666666666,0.0,436.6666666666667,0.0,11.0,0.0,2,1.0,1.0,No
PRV54467,0.0,7.0,7.0,5,0.0,197.14285714285714,0.0,1380.0,0.0,0.0,0.0,1,2,70.8,0.0,100.0,12.0,12.0,40.0,60.0,40.0,20.0,40.0,60.0,100.0,100.0,60.0,40.0,0.0,2200.0,664.0,213.6,404.0,0.0,15.0,0.0,2,2.0,2.0,No
PRV54468,0.0,21.0,21.0,19,0.0,81.42857142857143,0.0,1710.0,0.0,0.0,0.0,1,5,72.42105263157895,36.84210526315789,63.1578947368421,12.0,12.0,52.63157894736842,47.368421052631575,42.10526315789473,31.57894736842105,26.31578947368421,26.31578947368421,57.89473684210527,84.21052631578947,42.10526315789473,31.57894736842105,0.0,3558.9473684210525,1324.7368421052631,404.0,496.8421052631579,0.0,61.0,0.0,4,2.0,4.0,No
PRV54469,0.0,11.0,11.0,10,0.0,299.09090909090907,0.0,3290.0,0.0,0.0,0.0,1,1,67.9,50.0,50.0,12.0,12.0,20.0,70.0,40.0,0.0,30.0,50.0,60.0,60.0,50.0,10.0,0.0,0.0,1671.0,0.0,357.0,0.0,32.0,0.0,2,1.0,3.0,No
PRV54471,0.0,46.0,46.0,23,0.0,363.04347826086956,0.0,16700.0,0.0,0.0,0.0,1,4,72.73913043478261,26.08695652173913,73.91304347826086,11.652173913043478,12.0,39.130434782608695,60.86956521739131,30.434782608695656,17.391304347826086,34.78260869565217,34.78260869565217,91.30434782608695,82.6086956521739,21.73913043478261,21.73913043478261,4.3478260869565215,7693.913043478261,3599.1304347826085,557.2173913043479,929.5652173913044,0.21739130434782608,100.0,0.0,1,1.0,1.0,No
PRV54472,0.0,32.0,32.0,19,0.0,509.375,0.0,16300.0,0.0,0.0,0.0,1,2,71.84210526315789,42.10526315789473,57.89473684210527,11.578947368421053,12.0,42.10526315789473,36.84210526315789,36.84210526315789,31.57894736842105,31.57894736842105,36.84210526315789,78.94736842105263,84.21052631578947,36.84210526315789,15.789473684210526,5.263157894736842,6455.789473684211,4136.8421052631575,505.89473684210526,1084.7368421052631,5.0,75.0,0.0,1,1.0,1.0,No
PRV54473,0.0,19.0,19.0,8,0.0,580.0,0.0,11020.0,0.0,0.0,0.0,1,4,68.5,12.5,87.5,12.0,12.0,50.0,75.0,50.0,12.5,25.0,37.5,87.5,100.0,12.5,37.5,12.5,9625.0,3111.25,667.5,743.75,0.0,42.0,0.0,3,2.0,2.0,No
PRV54475,0.0,151.0,151.0,60,0.0,285.5629139072848,0.0,43120.0,0.0,0.0,0.0,2,5,71.46666666666667,43.333333333333336,56.666666666666664,11.6,11.8,36.666666666666664,58.333333333333336,31.666666666666664,11.666666666666666,20.0,31.666666666666664,60.0,83.33333333333334,40.0,28.333333333333332,6.666666666666667,5272.0,1613.1666666666667,450.0,502.6666666666667,2.3178807947019866,285.0,0.0,1,1.0,1.0,No
PRV54477,0.0,100.0,100.0,60,0.0,343.1,0.0,34310.0,0.0,0.0,0.0,1,7,72.01666666666667,40.0,60.0,11.8,11.766666666666667,45.0,60.0,40.0,8.333333333333332,31.666666666666664,38.333333333333336,75.0,76.66666666666667,36.666666666666664,28.333333333333332,10.0,3354.6666666666665,2472.0,389.3333333333333,810.5,5.5,189.0,0.0,11,5.0,6.0,No
PRV54478,0.0,64.0,64.0,47,0.0,337.34375,0.0,21590.0,0.0,0.0,0.0,2,9,76.23404255319149,31.914893617021278,68.08510638297872,12.0,11.76595744680851,38.297872340425535,53.191489361702125,27.659574468085108,14.893617021276595,19.148936170212767,42.5531914893617,57.446808510638306,61.702127659574465,29.78723404255319,23.404255319148938,4.25531914893617,2979.3617021276596,1465.531914893617,415.40425531914894,360.0,0.0,139.0,0.0,3,2.0,3.0,No
PRV54479,0.0,17.0,17.0,9,0.0,508.2352941176471,0.0,8640.0,0.0,0.0,0.0,1,2,77.0,44.44444444444444,55.55555555555556,12.0,12.0,44.44444444444444,55.55555555555556,44.44444444444444,22.22222222222222,22.22222222222222,33.33333333333333,44.44444444444444,77.77777777777779,55.55555555555556,33.33333333333333,0.0,2293.3333333333335,3504.4444444444443,593.3333333333334,853.3333333333334,0.0,38.0,0.0,4,2.0,2.0,No
PRV54480,6.0,0.0,6.0,6,6666.666666666667,0.0,40000.0,0.0,3.5,3.5,6.0,1,4,75.33333333333333,33.33333333333333,66.66666666666666,12.0,12.0,100.0,66.66666666666666,66.66666666666666,0.0,66.66666666666666,50.0,83.33333333333334,100.0,66.66666666666666,50.0,16.666666666666664,11576.666666666666,1073.3333333333333,1602.0,360.0,1068.0,39.0,6.0,1,1.0,1.0,No
PRV54481,0.0,8.0,8.0,8,0.0,236.25,0.0,1890.0,0.0,0.0,0.0,1,4,73.25,25.0,75.0,12.0,12.0,37.5,50.0,37.5,12.5,25.0,25.0,87.5,62.5,25.0,62.5,12.5,1875.0,1096.25,267.0,466.25,12.5,28.0,0.0,2,1.0,2.0,No
PRV54482,0.0,6.0,6.0,6,0.0,61.666666666666664,0.0,370.0,0.0,0.0,0.0,1,2,73.33333333333333,50.0,50.0,12.0,12.0,50.0,50.0,50.0,16.666666666666664,16.666666666666664,16.666666666666664,50.0,50.0,33.33333333333333,0.0,0.0,2671.6666666666665,1123.3333333333333,534.0,258.3333333333333,0.0,14.0,0.0,3,1.0,2.0,No
PRV54483,0.0,13.0,13.0,11,0.0,90.0,0.0,1170.0,0.0,0.0,0.0,1,2,75.27272727272727,36.36363636363637,63.63636363636363,12.0,12.0,36.36363636363637,81.81818181818183,45.45454545454545,9.090909090909092,63.63636363636363,27.27272727272727,54.54545454545454,100.0,27.27272727272727,54.54545454545454,18.181818181818183,14559.09090909091,1777.2727272727273,970.9090909090909,700.0,10.76923076923077,36.0,0.0,1,1.0,1.0,No
PRV54486,0.0,28.0,28.0,19,0.0,286.07142857142856,0.0,8010.0,0.0,0.0,0.0,1,4,75.42105263157895,31.57894736842105,68.42105263157895,12.0,12.0,42.10526315789473,68.42105263157895,63.1578947368421,21.052631578947366,36.84210526315789,52.63157894736842,84.21052631578947,84.21052631578947,42.10526315789473,21.052631578947366,5.263157894736842,10203.684210526315,1251.0526315789473,1068.0,396.3157894736842,0.0,54.0,0.0,2,2.0,2.0,No
PRV54489,0.0,14.0,14.0,14,0.0,450.0,0.0,6300.0,0.0,0.0,0.0,1,4,72.92857142857143,57.14285714285714,42.857142857142854,12.0,11.571428571428571,28.57142857142857,64.28571428571429,50.0,14.285714285714285,21.428571428571427,35.714285714285715,78.57142857142857,64.28571428571429,21.428571428571427,35.714285714285715,14.285714285714285,2855.714285714286,1286.4285714285713,228.85714285714286,428.57142857142856,0.0,31.0,0.0,2,2.0,3.0,No
PRV54490,0.0,23.0,23.0,19,0.0,93.91304347826087,0.0,2160.0,0.0,0.0,0.0,1,3,76.52631578947368,21.052631578947366,78.94736842105263,12.0,12.0,42.10526315789473,47.368421052631575,63.1578947368421,10.526315789473683,31.57894736842105,52.63157894736842,63.1578947368421,84.21052631578947,21.052631578947366,47.368421052631575,10.526315789473683,3841.5789473684213,1664.2105263157894,281.05263157894734,702.1052631578947,3.9130434782608696,55.0,0.0,2,1.0,2.0,No
PRV54491,0.0,14.0,14.0,10,0.0,623.5714285714286,0.0,8730.0,0.0,0.0,0.0,1,2,74.9,20.0,80.0,12.0,12.0,30.0,80.0,50.0,0.0,50.0,60.0,70.0,70.0,20.0,10.0,20.0,700.0,3550.0,213.6,947.0,6.428571428571429,35.0,0.0,2,1.0,2.0,No
PRV54496,0.0,8.0,8.0,7,0.0,295.0,0.0,2360.0,0.0,0.0,0.0,1,1,74.42857142857143,42.857142857142854,57.14285714285714,12.0,12.0,71.42857142857143,71.42857142857143,57.14285714285714,14.285714285714285,71.42857142857143,57.14285714285714,71.42857142857143,71.42857142857143,71.42857142857143,28.57142857142857,28.57142857142857,9100.0,3645.714285714286,762.8571428571429,407.14285714285717,12.5,15.0,0.0,1,1.0,1.0,No
PRV54497,5.0,0.0,5.0,5,10200.0,0.0,51000.0,0.0,4.2,4.2,5.0,2,5,69.2,60.0,40.0,12.0,12.0,80.0,80.0,80.0,40.0,60.0,80.0,80.0,100.0,0.0,20.0,20.0,20250.0,1688.0,1708.8,612.0,1068.0,44.0,3.0,3,3.0,2.0,No
PRV54498,1.0,0.0,1.0,1,12000.0,0.0,12000.0,0.0,6.0,6.0,1.0,1,1,98.0,0.0,100.0,12.0,12.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,12000.0,670.0,1068.0,410.0,1068.0,10.0,1.0,1,1.0,0.0,No
PRV54499,1.0,0.0,1.0,1,11000.0,0.0,11000.0,0.0,1.0,1.0,1.0,1,1,68.0,100.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,23000.0,130.0,2136.0,310.0,1068.0,4.0,3.0,1,1.0,1.0,No
PRV54500,2.0,0.0,2.0,2,12500.0,0.0,25000.0,0.0,13.5,13.5,2.0,1,2,77.5,50.0,50.0,12.0,12.0,0.0,50.0,100.0,0.0,50.0,50.0,50.0,100.0,100.0,50.0,0.0,12735.0,280.0,1068.0,325.0,1068.0,20.0,2.0,1,1.0,0.0,No
PRV54501,3.0,0.0,3.0,3,13333.333333333334,0.0,40000.0,0.0,3.0,3.0,3.0,2,3,84.66666666666667,66.66666666666666,33.33333333333333,12.0,12.0,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,33.33333333333333,100.0,100.0,33.33333333333333,0.0,33.33333333333333,16070.0,3880.0,1424.0,870.0,1068.0,25.0,4.0,2,1.0,0.0,No
PRV54502,3.0,0.0,3.0,3,18333.333333333332,0.0,55000.0,0.0,11.333333333333334,11.333333333333334,3.0,1,3,61.333333333333336,0.0,100.0,12.0,12.0,33.33333333333333,100.0,66.66666666666666,0.0,33.33333333333333,66.66666666666666,100.0,66.66666666666666,33.33333333333333,66.66666666666666,0.0,18333.333333333332,1216.6666666666667,1757.3333333333333,203.33333333333334,1068.0,21.0,2.0,1,1.0,0.0,No
PRV54503,1.0,0.0,1.0,1,8000.0,0.0,8000.0,0.0,8.0,8.0,1.0,1,1,72.0,100.0,0.0,12.0,12.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8000.0,0.0,1068.0,0.0,1068.0,10.0,0.0,1,0.0,0.0,No
PRV54504,44.0,76.0,120.0,103,9463.636363636364,243.68421052631578,416400.0,18520.0,3.909090909090909,3.909090909090909,0.5789473684210527,8,23,75.48543689320388,42.71844660194174,57.28155339805825,11.883495145631068,11.766990291262136,40.77669902912621,60.19417475728155,43.689320388349515,13.592233009708737,39.80582524271845,39.80582524271845,69.90291262135922,83.49514563106796,26.21359223300971,32.038834951456316,9.70873786407767,6471.359223300971,1682.9126213592233,736.1941747572815,429.41747572815535,392.26666666666665,322.0,19.0,40,15.0,15.0,Yes
PRV54505,5.0,33.0,38.0,24,10000.0,155.75757575757575,50000.0,5140.0,6.4,6.4,0.15151515151515152,1,4,75.66666666666667,54.166666666666664,45.83333333333333,12.0,12.0,45.83333333333333,66.66666666666666,50.0,16.666666666666664,54.166666666666664,45.83333333333333,75.0,83.33333333333334,12.5,33.33333333333333,8.333333333333332,5827.5,1476.25,534.0,565.0,143.1578947368421,108.0,4.0,21,8.0,8.0,Yes
PRV54506,3.0,131.0,134.0,75,7666.666666666667,256.25954198473283,23000.0,33570.0,2.0,2.0,0.022900763358778626,5,23,70.66666666666667,46.666666666666664,53.333333333333336,12.0,11.84,37.333333333333336,62.66666666666667,36.0,12.0,24.0,44.0,68.0,76.0,25.333333333333336,37.333333333333336,10.666666666666668,3545.3333333333335,1761.4666666666667,481.44,580.5333333333333,27.119402985074625,282.0,1.0,47,13.0,21.0,No
PRV54507,39.0,70.0,109.0,73,8717.948717948719,333.0,340000.0,23310.0,4.717948717948718,4.717948717948718,0.5571428571428572,5,26,74.26027397260275,45.20547945205479,54.794520547945204,11.835616438356164,11.821917808219178,43.83561643835616,57.534246575342465,41.0958904109589,13.698630136986301,32.87671232876712,43.83561643835616,57.534246575342465,71.23287671232876,28.767123287671232,36.986301369863014,13.698630136986301,9093.150684931506,1920.0,1035.945205479452,556.3013698630137,370.4299065420561,302.0,25.0,55,22.0,20.0,No
PRV54508,0.0,90.0,90.0,75,0.0,366.77777777777777,0.0,33010.0,0.0,0.0,0.0,5,24,72.70666666666666,42.66666666666667,57.333333333333336,12.0,11.68,38.666666666666664,48.0,42.66666666666667,13.333333333333334,30.666666666666664,41.333333333333336,70.66666666666667,73.33333333333333,26.666666666666668,34.66666666666667,9.333333333333334,3348.0,2545.733333333333,623.5733333333334,639.7333333333333,4.0,189.0,0.0,44,18.0,22.0,No
PRV54509,0.0,4.0,4.0,4,0.0,62.5,0.0,250.0,0.0,0.0,0.0,1,3,74.0,25.0,75.0,12.0,12.0,25.0,75.0,50.0,0.0,50.0,100.0,100.0,100.0,75.0,50.0,25.0,2560.0,2400.0,267.0,712.5,0.0,8.0,0.0,2,0.0,1.0,No
PRV54510,0.0,149.0,149.0,75,0.0,276.8456375838926,0.0,41250.0,0.0,0.0,0.0,5,12,71.94666666666667,46.666666666666664,53.333333333333336,12.0,12.0,28.000000000000004,45.33333333333333,30.666666666666664,12.0,13.333333333333334,37.333333333333336,60.0,65.33333333333333,22.666666666666664,29.333333333333332,4.0,3679.3333333333335,2034.6666666666667,355.0933333333333,533.2,3.422818791946309,265.0,0.0,26,12.0,14.0,No
PRV54511,0.0,32.0,32.0,30,0.0,271.5625,0.0,8690.0,0.0,0.0,0.0,3,8,70.53333333333333,50.0,50.0,11.6,11.6,40.0,43.333333333333336,33.33333333333333,13.333333333333334,20.0,26.666666666666668,56.666666666666664,70.0,26.666666666666668,23.333333333333332,20.0,6554.333333333333,1248.0,1143.0666666666666,389.6666666666667,0.0,67.0,0.0,22,3.0,11.0,No
PRV54514,48.0,339.0,387.0,305,11595.833333333334,257.8466076696165,556600.0,87410.0,5.583333333333333,5.583333333333333,0.1415929203539823,14,37,74.4032786885246,47.540983606557376,52.459016393442624,11.881967213114754,11.855737704918033,40.65573770491803,50.49180327868853,38.36065573770492,13.77049180327869,28.524590163934427,42.950819672131146,71.14754098360656,68.85245901639344,29.836065573770494,29.508196721311474,8.852459016393443,5370.295081967213,1796.7868852459017,663.9081967213115,527.672131147541,134.27390180878552,685.0,30.0,146,58.0,87.0,Yes
PRV54515,0.0,67.0,67.0,66,0.0,339.55223880597015,0.0,22750.0,0.0,0.0,0.0,9,20,74.60606060606061,39.39393939393939,60.60606060606061,11.636363636363637,12.0,46.96969696969697,62.121212121212125,46.96969696969697,15.151515151515152,37.878787878787875,43.93939393939394,69.6969696969697,77.27272727272727,37.878787878787875,34.84848484848485,15.151515151515152,4720.30303030303,3037.4242424242425,612.8484848484849,841.2121212121212,2.6865671641791047,138.0,0.0,28,11.0,13.0,No
PRV54517,0.0,45.0,45.0,16,0.0,125.77777777777777,0.0,5660.0,0.0,0.0,0.0,1,2,78.9375,62.5,37.5,12.0,10.5,50.0,50.0,18.75,6.25,25.0,31.25,62.5,62.5,12.5,25.0,0.0,668.75,500.625,133.5,152.5,1.7777777777777777,81.0,0.0,10,3.0,5.0,No
PRV54519,0.0,15.0,15.0,10,0.0,302.6666666666667,0.0,4540.0,0.0,0.0,0.0,1,3,75.1,60.0,40.0,12.0,12.0,40.0,50.0,20.0,0.0,20.0,40.0,60.0,60.0,20.0,20.0,0.0,1800.0,1865.0,320.4,591.0,10.0,37.0,0.0,2,3.0,2.0,No
PRV54520,0.0,15.0,15.0,11,0.0,538.6666666666666,0.0,8080.0,0.0,0.0,0.0,1,4,76.36363636363636,18.181818181818183,81.81818181818183,12.0,12.0,54.54545454545454,72.72727272727273,63.63636363636363,9.090909090909092,45.45454545454545,63.63636363636363,72.72727272727273,100.0,9.090909090909092,45.45454545454545,9.090909090909092,5295.454545454545,1608.1818181818182,388.3636363636364,367.27272727272725,8.0,32.0,0.0,6,4.0,3.0,No
PRV54521,0.0,64.0,64.0,39,0.0,497.5,0.0,31840.0,0.0,0.0,0.0,2,6,72.87179487179488,51.28205128205128,48.717948717948715,12.0,12.0,30.76923076923077,51.28205128205128,28.205128205128204,10.256410256410255,15.384615384615385,35.8974358974359,66.66666666666666,58.97435897435898,30.76923076923077,25.64102564102564,10.256410256410255,3528.4615384615386,2172.3076923076924,383.38461538461536,453.5897435897436,4.375,135.0,0.0,8,6.0,5.0,No
PRV54522,0.0,2.0,2.0,2,0.0,1015.0,0.0,2030.0,0.0,0.0,0.0,1,1,66.5,50.0,50.0,12.0,8.5,50.0,100.0,0.0,0.0,50.0,50.0,0.0,100.0,0.0,50.0,0.0,9505.0,2065.0,1068.0,480.0,0.0,6.0,0.0,2,0.0,1.0,No
PRV54523,0.0,1.0,1.0,1,0.0,90.0,0.0,90.0,0.0,0.0,0.0,1,1,83.0,0.0,100.0,12.0,12.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1540.0,0.0,260.0,0.0,5.0,0.0,1,0.0,0.0,No
PRV54524,0.0,21.0,21.0,16,0.0,135.23809523809524,0.0,2840.0,0.0,0.0,0.0,2,7,75.75,37.5,62.5,12.0,12.0,50.0,56.25,37.5,25.0,37.5,56.25,81.25,81.25,25.0,31.25,31.25,5626.25,1886.25,734.25,436.875,0.0,42.0,0.0,8,2.0,2.0,No
PRV54526,0.0,46.0,46.0,17,0.0,222.3913043478261,0.0,10230.0,0.0,0.0,0.0,1,6,71.6470588235294,58.82352941176471,41.17647058823529,12.0,11.294117647058824,29.411764705882355,35.294117647058826,23.52941176470588,11.76470588235294,17.647058823529413,41.17647058823529,58.82352941176471,64.70588235294117,29.411764705882355,47.05882352941176,0.0,2771.764705882353,1638.8235294117646,314.11764705882354,393.52941176470586,1.7391304347826086,97.0,0.0,7,5.0,5.0,No
PRV54528,0.0,23.0,23.0,9,0.0,248.2608695652174,0.0,5710.0,0.0,0.0,0.0,1,2,73.77777777777777,55.55555555555556,44.44444444444444,12.0,12.0,0.0,88.88888888888889,33.33333333333333,0.0,0.0,55.55555555555556,55.55555555555556,77.77777777777779,33.33333333333333,44.44444444444444,11.11111111111111,7017.777777777777,972.2222222222222,474.6666666666667,350.0,0.0,41.0,0.0,1,1.0,2.0,No
PRV54529,0.0,5.0,5.0,5,0.0,32.0,0.0,160.0,0.0,0.0,0.0,1,4,83.6,40.0,60.0,12.0,12.0,40.0,80.0,40.0,20.0,40.0,40.0,80.0,60.0,0.0,40.0,0.0,0.0,950.0,0.0,604.0,14.0,9.0,0.0,5,1.0,0.0,No
PRV54530,0.0,13.0,13.0,4,0.0,198.46153846153845,0.0,2580.0,0.0,0.0,0.0,1,2,81.0,0.0,100.0,12.0,9.0,25.0,50.0,25.0,25.0,0.0,25.0,75.0,25.0,25.0,50.0,0.0,0.0,802.5,0.0,242.5,3.8461538461538463,28.0,0.0,2,2.0,2.0,No
PRV54531,1.0,29.0,30.0,26,5000.0,311.37931034482756,5000.0,9030.0,3.0,3.0,0.034482758620689655,4,7,75.23076923076923,61.53846153846154,38.46153846153847,12.0,12.0,38.46153846153847,53.84615384615385,38.46153846153847,7.6923076923076925,38.46153846153847,30.76923076923077,80.76923076923077,76.92307692307693,50.0,30.76923076923077,3.8461538461538463,3750.0,1234.6153846153845,1108.3076923076924,497.3076923076923,38.93333333333333,71.0,0.0,14,8.0,12.0,No
PRV54535,0.0,34.0,34.0,29,0.0,208.52941176470588,0.0,7090.0,0.0,0.0,0.0,2,8,70.41379310344827,48.275862068965516,51.724137931034484,11.586206896551724,11.586206896551724,48.275862068965516,58.620689655172406,27.586206896551722,17.24137931034483,20.689655172413794,51.724137931034484,72.41379310344827,79.3103448275862,24.137931034482758,48.275862068965516,24.137931034482758,5190.3448275862065,2023.103448275862,589.2413793103449,539.3103448275862,2.9411764705882355,63.0,0.0,14,4.0,9.0,No
PRV54536,0.0,13.0,13.0,11,0.0,376.15384615384613,0.0,4890.0,0.0,0.0,0.0,1,5,70.9090909090909,54.54545454545454,45.45454545454545,12.0,12.0,18.181818181818183,45.45454545454545,18.181818181818183,18.181818181818183,18.181818181818183,45.45454545454545,81.81818181818183,54.54545454545454,27.27272727272727,36.36363636363637,0.0,2492.7272727272725,2233.6363636363635,291.27272727272725,483.6363636363636,0.0,47.0,0.0,6,5.0,4.0,No
PRV54537,0.0,60.0,60.0,20,0.0,374.5,0.0,22470.0,0.0,0.0,0.0,1,3,71.35,55.00000000000001,45.0,11.4,11.4,30.0,50.0,25.0,25.0,30.0,60.0,80.0,80.0,30.0,45.0,10.0,5790.5,3076.5,267.0,848.5,3.3333333333333335,140.0,0.0,1,1.0,0.0,No
PRV54538,0.0,48.0,48.0,32,0.0,444.375,0.0,21330.0,0.0,0.0,0.0,1,5,76.40625,53.125,46.875,12.0,12.0,40.625,46.875,28.125,9.375,18.75,40.625,62.5,50.0,25.0,34.375,12.5,4752.8125,2279.375,600.75,514.0625,10.0,120.0,0.0,11,4.0,8.0,No
PRV54539,0.0,69.0,69.0,43,0.0,262.7536231884058,0.0,18130.0,0.0,0.0,0.0,2,5,72.18604651162791,55.81395348837209,44.18604651162791,12.0,11.720930232558139,37.2093023255814,55.81395348837209,46.51162790697674,4.651162790697675,37.2093023255814,37.2093023255814,67.44186046511628,72.09302325581395,32.55813953488372,25.581395348837212,9.30232558139535,3279.767441860465,1406.2790697674418,397.3953488372093,404.8837209302326,4.492753623188406,148.0,0.0,14,8.0,9.0,No
PRV54540,0.0,20.0,20.0,19,0.0,484.5,0.0,9690.0,0.0,0.0,0.0,4,5,75.57894736842105,31.57894736842105,68.42105263157895,12.0,12.0,31.57894736842105,57.89473684210527,31.57894736842105,21.052631578947366,26.31578947368421,31.57894736842105,57.89473684210527,63.1578947368421,42.10526315789473,15.789473684210526,5.263157894736842,843.6842105263158,2311.0526315789475,112.42105263157895,541.0526315789474,5.0,35.0,0.0,11,1.0,7.0,Yes
PRV54541,2.0,5.0,7.0,6,2500.0,210.0,5000.0,1050.0,2.5,2.5,0.4,1,2,76.83333333333333,50.0,50.0,12.0,12.0,33.33333333333333,33.33333333333333,33.33333333333333,16.666666666666664,16.666666666666664,16.666666666666664,50.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,4833.333333333333,828.3333333333334,1700.6666666666667,126.66666666666667,305.14285714285717,25.0,2.0,5,2.0,4.0,No
PRV54542,5.0,15.0,20.0,14,6600.0,161.33333333333334,33000.0,2420.0,6.4,6.4,0.3333333333333333,1,4,74.28571428571429,35.714285714285715,64.28571428571429,11.142857142857142,12.0,57.14285714285714,57.14285714285714,57.14285714285714,21.428571428571427,21.428571428571427,35.714285714285715,71.42857142857143,85.71428571428571,21.428571428571427,57.14285714285714,21.428571428571427,2360.714285714286,1729.2857142857142,738.5714285714286,316.42857142857144,271.0,67.0,2.0,6,2.0,3.0,No
PRV54543,3.0,14.0,17.0,15,13000.0,178.57142857142858,39000.0,2500.0,10.333333333333334,10.333333333333334,0.21428571428571427,3,7,68.46666666666667,53.333333333333336,46.666666666666664,12.0,12.0,26.666666666666668,66.66666666666666,60.0,6.666666666666667,33.33333333333333,46.666666666666664,93.33333333333333,93.33333333333333,26.666666666666668,40.0,13.333333333333334,5869.333333333333,1624.6666666666667,1169.6,600.6666666666666,203.76470588235293,58.0,4.0,10,2.0,3.0,Yes
